title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
"Laboratory Surveillance Bulletins on HIV, Streptococcus pneumoniae, Shiga toxin producing E. coli, Neisseria meningitidis, Candidemia, Neisseria gonorrhoeae in Chile"	"This website with data contains data about on confirmed HIV, Streptococcus pneumoniae,Shiga toxin producing E. coli,  Neisseria meningitidis, Candidemia, Neisseria gonorrhoeae cases from Chile at province and country level with a yearly temporal resolution from 2010 to 2015 in PDF format in Spanish. Temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000086	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://www.ispch.cl/boletines	null	PDF	null	null	Chile	4956	CL	null	null	null	null	HIV-1 in Chile	http://www.pitt.edu/obc/IDE_0000004268
"Leading Causes of Death in Guyana, 2000-2009"	This website with data contains data about Mortality from Guyana at country level with a yearly temporal resolution form 2000 to 2009 in PDF format. Open access.	MIDAS-ISG:WS-000159	null	The Ministry of Health Guyana	null	null	null	http://www.paho.org/guy/index.php?option=com_docman&view=download&category_slug=not-communicable&alias=119-guyana-ncds-strategic-plan-2013-2020&Itemid=291	null	PDF	null	null	Guyana	5169	GY	null	null	null	null	humans in Guyana	http://www.pitt.edu/obc/IDE_0000000876
"Malaria Quarterly Bulletins of the Ministry of Health of Uganda, 2014-2015"	"This website with data contains data about incidences of malaria in Uganda from 2014 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is region and district. Temporal coverage is 2014-2015, and temporal resolution is quarterly. Open access."	MIDAS-ISG:WS-000466	null	Ministry of Health of Uganda	null	null	null	http://www.health.go.ug/content/uganda-malaria-quarterly-bulletin	null	PDF	null	null	Uganda	39	UG	null	null	null	null	Plasmodium falciparum in Uganda	http://www.pitt.edu/obc/IDE_0000004566
Mexico National Epidemiological Surveillance System	Collection of routine disease surveillance data made publically available by the National Institute of Public Health of Mexico	MIDAS-ISG:WS-000530	null	 The National Institute of Public Health of Mexico	null	null	null	https://www.gob.mx/chikungunya-dengue	null	csv; xlsx	National epidemiological surveillance system; MIDAS-ISG:epidemiological-bulletin-national-system-of-epidemiological-surveillance-system-v1.0	null	Mexico	5178	null	484	MEX	null	null	Dengue virus in Mexico	http://www.pitt.edu/obc/IDE_0000001692
Monthly and Quarterly Reports on Notifiable Infectious Diseases of the Government of Malta	"This website with data contains data about monthly, quarterly and annual incidences of notifiable diseases in Malta and Gozo from 2000 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2016, and temporal resolution is monthly, quarterly, yearly. Open acccess."	MIDAS-ISG:WS-000230	null	"Ministry of Health of Malta, Infectious Disease Prevention and Control Unit"	null	null	null	https://deputyprimeminister.gov.mt/en/health-promotion/idpcu/Pages/library.aspx	null	PDF	null	null	Malta and Gozo	5006	MT	null	null	null	null	Campylobacter in Malta	http://www.pitt.edu/obc/IDE_0000004585
"Monthly Data on Food-borne outbreaks, Tuberculosis, and Rotavirus in Kiribati, 2015"	This website with data contains data about Annual Health Bulletin 2015 from Kiribati at province level in PDF format. Temporal resolution is monthly. Open access.	MIDAS-ISG:WS-000203	null	The Ministry of Health and Medical Services of the Government of Kribati	null	null	null	http://www.health.gov.ki/index.php/public-health-services#health-information	null	PDF	null	null	Kiribati	4950	KI	null	null	null	null	Mycobacterium tuberculosis in Kiribati	http://www.pitt.edu/obc/IDE_0000004382
"Monthly Data on Infectious Diseases in Macedonia, 2015-2017"	"This website with data contains data about acute communicable diseases in the Republic of Macedonia from 2015 to 2017 year in PDf format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015-217, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000219	null	Institute of Public Health of the Republic of Macedonia Bulletins	null	null	null	http://www.iph.mk/en/multimedia/monthly-newsletter/	null	PDF	null	null	Macedonia	5134	MK	null	null	null	null	Human herpesvirus 3 in The former Yugoslav Republic of Macedonia	http://www.pitt.edu/obc/IDE_0000004616
Monthly Data on Notifiable Infectious Diseases in Bosnia and Herzegovina	"This website with data contains data about monthly incidences of infectious diseases in Bosnia and Herzegovina from 2011 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2017, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000059	null	"Institute for Public Health, Government of Bosnia and Herzegovina"	null	null	null	http://www.zzjzfbih.ba/epidemioloski-bilteni/	null	PDF	null	null	Bosnia and Herzegovina	4980	BA	null	null	null	null	Influenza virus in Bosnia and Herzegovina	http://www.pitt.edu/obc/IDE_0000002064
"Monthly Epidemiological Information on Influenza of the Slovak Republic, 2015-2017"	"This website with data contains data about influenza incidences in the Slovak Republic from 2015-2017 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015-2017, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000410	null	Epidemiological Information System of the Slovak Republic (EPIS)	null	null	null	http://www.uvzsr.sk/index.php?option=com_content&view=category&layout=blog&id=58&Itemid=64	null	HTML	null	null	Slovakia	5033	SK	null	null	null	null	Influenza virus in Slovakia	http://www.pitt.edu/obc/IDE_0000002069
"Monthly Health Statistics Bulletins of the Ministry of Health of Seychelles, 2016-2017"	"This website with data contains data about vital statistics, causes of deaths, immunization, morbidity in Seychelles from 2016 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2016-2017, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000397	null	Ministry of Health of Seychelles	null	null	null	http://www.health.gov.sc/index.php/statistics/	null	PDF	null	null	Seychelles	5122	SC	null	null	null	null	humans in Seychelles	http://www.pitt.edu/obc/IDE_0000000938
Morbidity and Mortality Statistics of the Central Bureau of Statistics of Netherlands	"This database contains data about tuberculosis, meningococcal infections, viral hepatitis, AIDS, infectious and parasitic diseases in Netherlands from 1950 to 2016 year in XLS, HTML, SPSS file format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1950-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000327	null	"Statistics Netherlands, Central Bureau of Statistics of Netherlands"	null	null	null	"http://statline.cbs.nl/Statweb/publication/?DM=SLNL&PA=7052_95&D1=0-29,31-92&D2=0&D3=0&D4=a&HDR=G1,G2,G3&STB=T&VW=T"	null	XLS; HTML; SPSS file	null	null	Netherlands	5197	NL	null	null	null	null	HIV-1 in Netherlands	http://www.pitt.edu/obc/IDE_0000004100
Morbidity and Mortality Weekly Reports (MMWR) of the U.S. Centers for Disease Control and Prevention	"This website with data contains mrtality data in the United States from 1996 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 1996-2016, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000496	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/mmwr/mmwrmort.asp	null	HTML	null	null	United States	1216	US	null	null	null	null	Streptococcus pneumoniae in the United States; Influenza virus in the United States	http://www.pitt.edu/obc/IDE_0000001425; http://www.pitt.edu/obc/IDE_0000000420
"Morbidity Data by ICD of the National Statistical Committee of the Republic of Ukraine, 1990-2015"	"This website with data contains data about yearly morbidity of the population by ICD in Ukraine from 1990 to 2015 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000468	null	"UkraineStat, National Statistical Committee of the Republic of Ukraine"	null	null	null	https://ukrstat.org/operativ/operativ2007/oz_rik/oz_r/zahvor_06_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null	null	null	humans in Ukraine	http://www.pitt.edu/obc/IDE_0000000857
Morbidity Reports by ICD codes of the National Institute of Public Health of Poland	"This website with data contains data about morbidity by ICD-10, sex and residency (country, city, village) in Poland from 2003 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, city, province. Temporal coverage is 2003-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000367	null	National Institute of Public Health of Poland	null	null	null	http://www.statystyka.medstat.waw.pl/wyniki/wyniki.htm	null	HMTL	null	null	Poland	4981	PL	null	null	null	null	Mycobacterium tuberculosis in Poland	http://www.pitt.edu/obc/IDE_0000004505
"Morbidity, HIV, Tuberculosis, Guinea worm cases and Vaccination Coverage in Ghana, 2007-2015"	"This website with data contains data about morbidity, including prevalence of HIV, tuberculosis, malaria and rate of vaccination coverage in Ghana from 2007 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is national, country. Temporal coverage is 2007-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000147	null	Ministry of Health of Ghana	null	null	null	http://www.moh.gov.gh/facts-figures/	null	PDF	null	null	Ghana	5092	GH	null	null	null	null	HIV-1 in Ghana	http://www.pitt.edu/obc/IDE_0000004301
"Morbidity, Infectious Diseases and Vaccination Coverage in Ethiopia"	"This website with data contains data about health and health related indicators on cases of HIV, tuberculosis, malaria, leprosis, meningitis, vaccination coverage in Ethiopia from 1992 to 2007 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 1992-2007, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000125	null	Ministry of Health of Ethiopia	null	null	null	http://www.moh.gov.et/web/guest/bycategory	null	PDF	null	null	Ethiopia	5179	ET	null	null	null	null	HIV-1 in Ethiopia	http://www.pitt.edu/obc/IDE_0000004291
"Morbidity, Infectious Diseases and Vaccination Coverage of the Republic of Mali"	"This website with data contains data about morbidity, general mortality, general seroprevalence of HIV / AIDS, and epidemiological situation in Mali for 2009 and 2012 in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2008-2010, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000227	null	"National Health and Social Information System, Ministry of Health and Public Hygiene of Mali"	null	null	null	http://www.sante.gov.ml/index.php/annuaires/download/2-annuaires-statistiques/1-snis-2012	null	PDF	null	null	Mali	30	ML	null	null	null	null	HIV-1 in Mali	http://www.pitt.edu/obc/IDE_0000004286
National Air Quality Information System of the Government of Mexico (SINAICA)	"This database contains data about a list of stations from Mexico with geographic information, where each station contains pollutant measurement data in March 2015, in JSON format. Spatial coverage is multiple, and spatial resolution is multi-country. Temporal coverage is 2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000238	null	"National Institute of Ecology and Climate Change, the Government of Mexico"	null	null	null	https://datos.gob.mx/busca/dataset	null	JSON	null	null	Mexico	5178	MX	null	null	null	null	abiotic ecosystem in Mexico	http://www.pitt.edu/obc/IDE_0000005551
"National Disease Surveillance & Response (NDSR) reports, Disease Early Warning System Reports, and Polio Surveillance Reports"	"This website with data contains data about notifiable diseases, morbidity, mortality, rate of vaccination coverage and polio cases in Afghanistan for 2012-2013, 2008-2017, 2013-2015 in PDF format. Spatial coverage is country, and spatial resolution is province, district. Temporal coverage is 2012-2013, 2008-2017, 2013-2015, and temporal resolution is yearly, quarterly, weekly. Open access."	MIDAS-ISG:WS-000001	null	Ministry of Public Health of the Islamic Republic of Afghanistan	null	null	null	http://moph.gov.af/en/documents	null	PDF	null	null	Afghanistan	5094	AF	null	null	null	null	Influenza virus in Afghanistan	http://www.pitt.edu/obc/IDE_0000002062
National Notifiable Diseases Surveillance System Reports of the Government of Australia	"This website with data contains data about communicable diseases surveillance in Austrailia at country level in 2017 in PDF, HTML format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000030	null	"The Department of Health, the Government of Australia"	null	null	null	http://www.health.gov.au/cdnareport	null	PDF	null	null	Australia	5079	AU	null	null	null	null	Treponema pallidum subsp. pallidum in Australia	http://www.pitt.edu/obc/IDE_0000004626
"Nationwide Weekly Confirmed Cases of Dengue, Influenza, Enterovirus, and Diarrhea of the Taiwan Centers for Disease Control"	"This database contains data about infectious diseases in Taiwan from 1990 to 2017 in Excel, CSV, PDF, SVG, JPEG, and PNG format. Spatial coverage is country, and spatial resolution is state. temporal coverage is 1990-2017, and temporal resolution is weekly, monthly, yearly. Open access."	MIDAS-ISG:WS-000439	null	"Centers for Disease Control, R.O.C. of Taiwan"	null	null	null	https://nidss.cdc.gov.tw/en/Default.aspx	null	Excel; CSV; PDF; SVG; JPEG; and PNG	null	null	Taiwan	542914	TW	null	null	null	null	Dengue virus in Taiwan	http://www.pitt.edu/obc/IDE_0000001648
"Neisseria meningitidis, Streptococcus pneumoniae, Haemophilus influenzae cases in Italy, 1996-2017"	"This website with data contains data about Neisseria meningitidis, Streptococcus pneumoniae, Haemophilus influenzae caused diseases in Italy from 1996 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1996-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000182	null	"Higher Institute of Health, Italy"	null	null	null	http://www.iss.it/mabi/index.php?lang=1&id=5&tipo=16	null	PDF	null	null	Italy	5195	IT	null	null	null	null	Haemophilus influenzae in Italy	http://www.pitt.edu/obc/IDE_0000004608
"Norwegian Surveillance System for Communicable Diseases (MSIS), 1977-2017"	"This database contains data about reportable infectious diseases in Norway fom 1977 to 2017 in XLS format. Spatial coverage is country, and spatial resolution is country, county. Temporal coverage is 1977-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000345	null	Norwegian Institute of Public Health	null	null	null	http://www.msis.no/	null	XLS	null	null	Norway	5161	NO	null	null	null	null	Hepatitis B virus in Norway	http://www.pitt.edu/obc/IDE_0000004580
"Notifiable Diseases and Mortality Tables published in MMWR of the U.S. Centers for Disease Control and Prevention, 2013-2016"	"This database contains data published in MMWR from the National Notifiable Diseases Surveillance System and 122 Cities Mortality Reporting System in the United States for 2014, 2015, and 2016 in CSV, JSON, RDF, and XML format. Spatial coverage is country, and spatial resolution is state. Temporal coverage is 2013-2016, and temporal resolution is yearly, quarterly, weekly. Open access."	MIDAS-ISG:WS-000485	null	"The National Notifiable Diseases Surveillance System, Centers for Disease Control and Prevention"	null	null	null	https://catalog.data.gov/dataset?q=NNDSS++Table+&sort=views_recent+desc&ext_location=&ext_bbox=&ext_prev_extent=-142.03125%2C-8.059229627200192%2C-59.0625%2C52.696361078274485&page=1	null	CSV; RDF; JSON; XML	null	null	United States	1216	US	null	null	null	null	Bacillus anthracis in the United States	http://www.pitt.edu/obc/IDE_0000001418
"Notifiable Diseases and Mortality Tables published in MMWR of the U.S. Centers for Disease Control and Prevention, 2017"	"This database contains data published in MMWR from the National Notifiable Diseases Surveillance System and 122 Cities Mortality Reporting System from the United States in 2017 in CSV, JSON, RDF, RSS, Excel, and XML format. Spatial coverage is country, and spatial resolution is state. Temporal coverage is 2017, and temporal resolution is weekly, quarterly, yearly. Open access."	MIDAS-ISG:WS-000483	null	"The National Notifiable Diseases Surveillance System, Centers for Disease Control and Prevention"	null	null	null	https://www.cdc.gov/mmwr/mmwr_nd/nd_data_tables.html	null	CSV; JSON; RDF; RSS; TSV for Excel; XML	null	null	United States	1216	US	null	null	null	null	Bacillus anthracis in the United States	http://www.pitt.edu/obc/IDE_0000001418
"Notifiable diseases, Vaccination coverage and Mortality Data of the Swiss Sentinella surveillance system, 2003-2017"	"This website with data contains data about Influenza, mortality due to influenza, influenza vaccination, measles, mumps, rubella, pneumonia, whooping cough, acute gastroenteritis, tick bite and Lyme borreliosis, pertusis vaccination (=16 years), measles vaccination (=24 months) in Switzerland at country level from 2003 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2003-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000433	null	Swiss Sentinella surveillance system	null	null	null	http://www.sentinella.ch/fr/publications	null	PDF	null	null	Switzerland	5176	CH	null	null	null	null	Bordetella pertussis in Switzerland	http://www.pitt.edu/obc/IDE_0000004587
"Notifiable Infectious Diseases in Greece, 2004-2016"	"This website with data contains data about infectious disease cases in Greece, such as epidemiological data for botulism, 2004-2015; brucellosis, 2005-2009; echinococcosis, 2005-2009; Enterohaemorrhagic E. coli infection, 2004-2015; foodborne/ waterborne outbreaks, 2004-2015;hepatitis A, 2000-2016; HIV/AIDS, 2011; listeriosis, 2004-2016; malaria, 2012-2015 and 2005-2009; meningococcal disease, 2004-2014; pertussis, 2004-2014; salmonellosis, 2004-2016; shigellosis, 2004-2016; tuberculosis, 2004-2010; typhoid/paratyphoid fever, 2004-2016; varicella with complications, 2004-2014; West Nile virus human infection, 2011-2014 and weekly reports for 2014 year and surveillence data by month by infections for 2011-2016 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2004-2016, and temporal resolution is weekly, monthly, yearly. Open access."	MIDAS-ISG:WS-000148	null	"Hellenic Centre for Disease Control and Prevention (HCDCP), Greece"	null	null	null	http://www.keelpno.gr/en-us/epidemiologicalstatisticaldata.aspx	null	PDF	null	null	Greece	5090	GR	null	null	null	null	Hepatitis A virus in Greece	http://www.pitt.edu/obc/IDE_0000004612
"Notifiable Infectious Diseases in Hungary, 2001-2015"	"This website with data contains data about epidemic situation in Hungary from 2001 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2015, and temporal resolution is weekly, yearly. Open access."	MIDAS-ISG:WS-000170	null	"National Center for Epidemiology, Hungary"	null	null	null	"http://www.oek.hu/oek.web?nid=41&pid=1&to=1991,2434&lang=hun"	null	PDF	null	null	Hungary	5082	HU	null	null	null	null	HIV-1 in Hungary	http://www.pitt.edu/obc/IDE_0000004206
Notifiable Infectious Diseases in Iceland	"This website with data contains data about notifiable diseases 1997-2016, statistics on HIV/AIDS 2000-2016, giargia by year and sex 1999-2016, chlamydia by months, age and sex 1997-2016,gonorrhea by year and sex 1997-2016, salmonella by month, sex, age ans source of infection 1997-2015, campylobacter by month, age, sex, and source of infection 1997-2015, other related registered diseases by month and year 1997-2010 and 2011-2015, vaccination coverage 2015 in Iceland in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1997-2015, 1997-2016, 1997-2010, 2000-2016, 2011-2015. Spatial resolution is yearly. Open access."	MIDAS-ISG:WS-000172	null	Statistics Iceland	null	null	null	http://www.landlaeknir.is/tolfraedi-og-rannsoknir/tolfraedi/allt-talnaefni/	null	XLS	null	null	Iceland	4982	IS	null	null	null	null	HIV-1 in Iceland	http://www.pitt.edu/obc/IDE_0000004161
"Online Reported Notifiable Diseases in Canada, 1924-2015"	"This database contains data about notifiable diseases in Canada from 1924 to 2015 year in HTML, PDF, XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage 1924-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000078	null	The Government of Canada	null	null	null	http://diseases.canada.ca/notifiable/charts?c=pl	null	HTML; PDF; XLS	null	null	Canada	5091	CA	null	null	null	null	Influenza virus in Canada	http://www.pitt.edu/obc/IDE_0000000371
PAHO WHO Reported Cases of Chikungunya Fever in the Americas	Collection of reports on the number of reported cases of Chikungunya fever in the Americas made publically available by Pan American Health Organization and World Health Organization	MIDAS-ISG:WS-000531	null	 Pan American Health Organization;  World Health Organization	null	null	null	http://www.paho.org/hq/index.php?option=com_topics&view=readall&cid=5927&Itemid=40931&lang=en	null	csv; xlsx	Reported Cases of Chikungunya Fever; MIDAS-ISG:number-reported-cases-of-chikungunya-fever-in-the-americas-v1.0	null	Anguilla; Antigua and Barbuda; Argentina; Belize; Bermuda; Bolivia; Brazil; British Virgin Islands; Canada; Cayman Islands; Chile; Colombia; Costa Rica; Cuba; Curacao; Dominica; Dominican Republic; Ecuador; El Salvador; French Guiana; Grenada; Guadeloupe; Guatemala; Guyana; Haiti; Honduras; Jamaica; Martinique; Mexico; Montserrat; Nicaragua; Panama; Paraguay; Peru; Puerto Rico; Saint Barthelemy; Saint Kitts and Nevis; Saint Lucia; Saint Martin; Saint Vincent and the Grenadines; Sint Maarten; Suriname; Trinidad and Tobago; Turks and Caicos Islands; United States of America (the); Uruguay; Venezuela; Virgin Islands	5056; 5097; 4977; 5131; 5046; 4963; 5000; 5013; 5091; 5145; 4956; 5076; 5032; 5183; 5189; 5095; 5120; 5088; 5165; 5873; 3742; 7169; 5018; 5169; 4989; 4970; 4999; 7357; 5178; 5058; 5070; 5074; 4979; 5141; 1607; 6368; 5148; 5017; 6941; 5069; 5031; 5142; 5184; 5047; 1216; 5098; 4995; 1604	AI; AG; AR; BZ; BM; BO; BR; VG; CA; KY; CL; CO; CR; CU; CW; DM; DO; EC; SV; FR-GF; null; FR-GP; GT; GY; HT; HN; JM; FR-MQ; MX; MS; NI; PA; PY; PE; US-PR; FR-BL; KN; LC; FR-MF; VC; SX; SR; TT; TC; US; UY; VE; US-VI	660; 28; 32; 84; 60; 68; 76; 92; 124; 136; 152; 170; 188; 192; 531; 212; 214; 218; 222; null; null; null; 320; 328; 332; 340; 388; null; 484; 500; 558; 591; 600; 604; null; null; 659; 662; null; 670; 534; 740; 780; 796; 840; 858; 862; null	AIA; ATG; ARG; BLZ; BMU; BOL; BRA; VGB; CAN; CYM; CHL; COL; CRI; CUB; CUW; DMA; DOM; ECU; SLV; GUF; null; GLP; GTM; GUY; HTI; HND; JAM; MTQ; MEX; MSR; NIC; PAN; PRY; PER; PRI; BLM; KNA; LCA; MAF; VCT; SXM; SUR; TTO; TCA; USA; URY; VEN; VIR	null	null	Chikungunya virus in Nicaragua	http://www.pitt.edu/obc/IDE_0000001592
Papua New Guinea National Department of Health	This website with data contains annual report or health report can be requested through the online form or by calling.	MIDAS-ISG:WS-000353	null	Papua New Guinea National Department of Health	null	null	null	http://www.health.gov.pg/pages/healthpolicyA.htm	null	unknown	null	null	Papua New Guinea (PNG	5080	PG	null	null	null	null	HIV-1 in Papua New Guinea	http://www.pitt.edu/obc/IDE_0000004321
"Pathogen Surveillance Data in Japan, 2012-2016"	"This website with data contains data about pathogen surveillance system from Japan from 2012 to 2016 in PDF and CSV format in English. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2012-2016, and temporal resolution is yearly, weekly. Open access."	MIDAS-ISG:WS-000194	null	National Institute of Infectious Diseases of Japan	null	null	null	http://www.niid.go.jp/niid/en/iasr/510-surveillance/iasr/graphs/6995-iasrgv2016e.html	null	PDF; CSV	null	null	Japan	5068	JP	null	null	null	null	Enterovirus A in Japan	http://www.pitt.edu/obc/IDE_0000004606
"Pathogenic microorganism detection information by Japan, 2016-2017"	"This website with data contains data about pathogen surveillance system from Japan from 2016 to 2017 years in PDF and CSV format in Japanese. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2016-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000195	null	National Institute of Infectious Diseases of Japan	null	null	null	https://www.niid.go.jp/niid/ja/iasr/510-surveillance/iasr/graphs/2293-iasrgv4.html	null	PDF; CSV	null	null	Japan	5068	JP	null	null	null	null	Enterovirus A in Japan	http://www.pitt.edu/obc/IDE_0000004606
"Periodic Reports on HIV and AIDS in Israel, 1981-2015"	"This website with data contains data about HIV cumulative incidences in Israel from 1981 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1981-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000181	null	The Ministry of Health of Israel	null	null	null	http://www.health.gov.il/UnitsOffice/HD/PH/TBAids/Aids/Pages/Periodic_Reports.aspx	null	PDF	null	null	Israel	5188	IL	null	null	null	null	HIV-1 in Israel	http://www.pitt.edu/obc/IDE_0000004211
"Periodic Reports on Infectious Diseases in Japan, 1980-2017"	"This website with data contains data about pathogenic microorganism detection in Japan from 1980 to 2017 in PDF and CSV format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is country, and temporal resolution is weekly from 2009 to 2017, and monthly from 1980 to 2017. Open access."	MIDAS-ISG:WS-000192	null	National Institute of Infectious Diseases of Japan	null	null	null	https://www.niid.go.jp/niid/en/iasr-e.html#smoothplay	null	PDF; CSV	null	null	Japan	5068	JP	null	null	null	null	Influenza virus in Japan	http://www.pitt.edu/obc/IDE_0000002055
"Population Census of the Republic of Belarus, 2009"	"This database contains data about demographic in Belarus from 2009 census in RTF, XLS, PDF, HTML format. Open access."	MIDAS-ISG:WS-000045	null	National Statistical Committee of the Republic of Belarus	null	null	null	http://census.belstat.gov.by/Default.aspx?page=1683	null	RTF; XLS; PDF; HTML	null	null	Belarus	4972	BY	null	null	null	null	Mycobacterium tuberculosis in Kazakhstan	http://www.pitt.edu/obc/IDE_0000004523
"Population Data and Tuberculosis Cases in Kazakhstan, 2014-2016"	"This website with data contains data about incidences of tuberculosis, 2016 and morbidity, 2014-2016 in the Republic of Kazakhstan. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000200	null	"Ministry of National Economy of the Republic of Kazakhstan, Committee on Statistics"	null	null	null	http://stat.gov.kz/faces/wcnav_externalId/homeNumbersHealthCare?lang=ru&_adf.ctrl-state=d4aayrjc8_4&_afrLoop=2852508813700863#%40%3F_afrLoop%3D2852508813700863%26lang%3Dru%26_adf.ctrl-state%3D1c5ou4cwym_17	null	XLSX	null	null	Kazakhstan	5192	KZ	null	null	null	null	Mycobacterium tuberculosis in Kazakhstan	http://www.pitt.edu/obc/IDE_0000004523
"Population Data and Vital Statistics in Kazakhstan, 2015-2016"	"This website with data contains data about all cause morbidity in Kazakhstan by age, gender and region from 2015 to 2016 year in XML, JSON, DOCX, XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2015-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000199	null	"Public Dataset of Health Statistics of the Republic of Kazakhstan, the Ministry of Health of Kazakhstan"	null	null	null	https://data.egov.kz/datasets/view?index=turleri_onirler_men_zhyldar_b	null	XML; JSON; DOCX; XLSX	null	null	Kazakhstan	5192	KZ	null	null	null	null	HIV-1 in The former Yugoslav Republic of Macedonia	http://www.pitt.edu/obc/IDE_0000004295
"Population Data and Vital Statistics in Macedonia, 2005-2016"	"This database contains data about demographic and vital statistics in Macedonia from 2005 to 2016 year in PX, CSV, XLSX, JSON format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2005-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000218	null	MAKStat	null	null	null	http://makstat.stat.gov.mk/PXWeb/pxweb/mk/MakStat/MakStat__Naselenie__Vitalna	null	PX; CSV; XLSX; JSON	null	null	Macedonia	5134	MK	null	null	null	null	humans in The former Yugoslav Republic of Macedonia	http://www.pitt.edu/obc/IDE_0000000798
Population Data and Vital Statistics of the Office for National Statistics of the United Kingdom	"This database contains data about Datasets on causes of death, child health, conditions and diseases (cancer), disability, durg use, alcohol and smoking, health care system, health and life expectancies in the United Kingdom and Wales from 2001 to 2013 in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2103, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000480	null	Office for National Statistics of the United Kingdom	null	null	null	https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare	null	XLSX	null	null	United Kingdom and Wales	5019	GB	null	null	null	null	HIV-1 in Jamaica	http://www.pitt.edu/obc/IDE_0000004182
"Population Data of Jamaica, 2008"	This website with data contains data about socio-demographics from Jamaica at province level in 2008 in PDF format. Temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000189	null	The Ministry of Health of Jamaica	null	null	null	http://moh.gov.jm/data/jamaica-health-and-lifestyle-survey-2007-8/	null	PDF	null	null	Jamaica	4999	JM	null	null	null	null	humans in Jamaica	http://www.pitt.edu/obc/IDE_0000000951
